Item_Number,Main_Category,Sub_Category,Product_Name,Main_Ingredient,Reviews_Count,Ratings_out_of_5,Sizes_Available,Sizes,Prices,Short_Description,Long_Description
ITEM 96785,Body,Bubble Bath and Soaks,Vanilla Delight Bath Bomb,NA,9,4.33,1,['1 Piece'],['$1.50'],Bring on the fizz with our fun and fragrant Vanilla Bath Bomb. It turns your tub into a sweet retreat with an explosion of soft yellow and the creamy scent of vanilla.,"['Fizzing bath bomb ', 'Creamy vanilla scent ', 'Color your bath water yellow', 'Pick and mix bath treats ']"
ITEM 97438,Body,Body Yogurt,Strawberry Body Yogurt,Almond,104,4.67,1,['6.98 Ounce'],['$11.25'],"Life’s too short for waiting - jump straight into your jeans with our Strawberry Body Yogurt. The new, lightweight formula absorbs instantly and provides up to 48 hours of moisture. Apply to damp skin straight after showering for skin that feels smoother and never sticky, with the scent of sweet, juicy strawberries. The gel-cream is 100% vegan, enriched with strawberry juice and Community Trade organic almond milk from Spain. ","['NEW lightweight, fast-absorbing gel-cream formula ', ' 100% vegan  ', ' 48hr moisture ', ' Enriched with strawberry juice and Community Trade Organic Almond Milk']"
ITEM 94712,Body,Body Wash,Almond Milk & Honey Shower Cream,Honey,53,4.66,2,"['8.4 FL OZ', '2 FL OZ']","['$7.50', '$4.50']","Soothe as you cleanse with this gentle, soap-free shower gel – specially formulated to respect your skin’s natural moisture barrier and pH. This gentle formula won’t strip your skin of moisture. Enriched with organic almond milk from Spain and Community Trade honey from Ethiopia, Almond Milk & Honey is specially formulated for sensitive, dry skin. ","['Specially formulated for sensitive, dry skin', 'Leaves skin feeling soft, clean and cared for', ' Enriched  with  Honey  from Ethiopia & organic Almond Milk from Spain ', 'Hypoallergenic fragrance', 'Dermatologically tested ', 'Paraben & Silicone Free']"
ITEM 55619,Sale,All Product Sale,Fuji Green Tea™  Exfoliating  Body Scrub,Green Tea,78,4.42,1,['8.8 Ounce'],['$18.00'],"Perfect for cleansing and exfoliating, the crisp and refreshing scent of Fuji Green Tea™ Exfoliating Body Scrub helps to lift away dead skin cells, refresh the body, and prepare skin for moisture.","['Exfoliating Body Scrub', ' Lifts away dead skin cells', 'Infused with replenishing green tea from Japan', 'For healthy looking skin', 'Enriched with Community Trade Honey from Ethiopia']"
ITEM 94670,Collection,Tea Tree Oil For Skin,Fuji Green Tea™ Shower Gel,Green Tea,45,4.75,1,['8.4 FL OZ'],['$7.50'],"Cleanse and purify skin, while purifying body and soul, with the crisp and refreshing scent of Fuji Green Tea™ Shower Gel.","['Shower Gel', ' Soap-free, lather rich formula', 'Cleanses and purifies skin', 'Infused with the power of antioxidant green tea from Japan', 'For healthy looking skin', 'To increase lather, use with our Bath Lily', 'Enriched with Community Trade Honey from Ethiopia']"
ITEM 96202,Hands,Tools,Moisture Gloves,NA,6,4.33,1,['1 Piece'],['$7.50'],Give your hands a luxurious treat when you slip on our moisture gloves. Combine with your favorite hand cream for an overnight treatment.,"['Gloves', 'One size', 'Combine with hand cream']"
ITEM 55707,Body,Hand Washes & Soaps,Spa of the World™ Balkan Juniper Hand Wash,Sugar Cane,1,5,1,['9.3 FL OZ'],['$9.00'],"Turn your bathroom into a Russian Banya spa with our Spa of the World™ Balkan Juniper Hand Wash. With a fresh, uplifting citrus scent, the hand wash is enriched with juniper oil from the Balkans and leaves hands feeling cleansed and refreshed.","['Vegan', 'Leaves hands feeling cleansed, fresh and lightly fragranced ', 'With conditioning properties ', 'Enriched with juniper oil from the Balkans and Community Trade sugar from Paraguay']"
ITEM 55702,Body,Hand Washes & Soaps,Pink Grapefruit Hand Wash,NA,0,0.00E+00,1,['9.3 FL OZ'],['$7.50'],"Refresh your hands and wake up your senses with the zesty citrus scent of pink grapefruit. Our Pink Grapefruit Hand Wash gives you an uplifting burst every time you wash your hands, and leaves skin feeling cleansed and smelling irresistible.","['Vegan ', 'Fresh, zesty citrus scent  ', 'Leaves hands feeling cleansed, fresh and lightly fragranced ', 'With conditioning properties ', 'Enriched with Community Trade sugar from Paraguay']"
ITEM 55715,Body,Hand Washes & Soaps,Spa of the World™ Tahitian Tiaré Hand Wash,Monoi Oil,1,5,1,['9.3 FL OZ'],['$9.00'],"Bring a moment of bliss into your everyday with our indulgent Spa of the World™ Tahitian Tiaré Hand Wash. We’ve enriched it with monoi oil, an infusion of tiaré blossom and coconut oil used by Tahitian women for centuries for lustrous skin. Leaves hands beautifully refreshed and delicately scented.","['Vegan', 'Leaves hands feeling cleansed, fresh and lightly fragranced ', 'With conditioning properties ', 'Enriched with Community Trade sugar from Paraguay and Community Trade virgin coconut oil from Samoa']"
ITEM 96959,Body,Hand Cream and Moisturizers,Pink Grapefruit Hand Cream,NA,25,4.64,1,['1 FL OZ'],['$4.50'],"Perfect for on-the-go hydration, don't leave home without this handcream. Infused with pink grapefruit oil, the light, gel-cream formula absorbs quickly, helping to soften and protect the hands.","['Hand cream', 'Moisturizes hands', 'Leaves hands & cuticles silky soft', 'Convenient travel size', 'Community Trade shea from Ghana']"
ITEM 78712,Body,Hand Cream and Moisturizers,Strawberry Hand Lotion,Shea,2,3,1,['8.4 FL OZ'],['$9.75'],"Your hands will love our sweet and juicy Strawberry Hand Lotion. It leaves them feeling soft and smelling fruity-fresh. Pair with our Strawberry Hand Wash for the ultimate strawberries and cream duo.
","['100% vegan ', ' Leaves hands feeling soft and fragrant ', ' Light and non-greasy ', ' Sweet strawberry scent ', ' Enriched with cold-pressed strawberry seed oil ', ' Enriched with Community Trade  Shea Butter from Ghana and  Cocoa Beans from Ghana, and Community Trade  Sesame Seed Oil from Nicaragua']"
ITEM 78704,Body,Hand Washes & Soaps,Strawberry Hand Wash,Honey,3,5,1,['8.4 FL OZ'],['$7.50'],"Lather up to leave your hands feeling fruity-fresh with our sweet and juicy Strawberry Hand Wash. Pair with our Strawberry Hand Lotion for a totally new kind of strawberries and cream experience.
","['Leaves hands feeling cleansed and fresh ', ' Lathers up instantly ', ' Sweet strawberry scent ', ' Enriched with cold-pressed strawberry seed oil ', ' Enriched with Community Trade Honey from Ethiopia']"
ITEM 78711,Body,Hand Cream and Moisturizers,British Rose Hand Lotion,Rose Extract,3,5,1,['8.4 FL OZ'],['$9.75'],"Our British Rose Hand Lotion is infused with the essence of handpicked rose petals. This delicate lotion will gently moisturize your hands and leave them feeling soft and smelling florally-fresh. Pair with our matching British Rose Hand Wash for a truly delicate hand care duo.
","['100% vegan ', ' Leaves your hands feeling soft and fragrant ', ' Light and non-greasy ', ' Dewy scent of roses ', ' Enriched with the essence of Community Trade English roses, Community Trade  Shea Butter from Ghana and Community Trade  Sesame Seed Oil from Nicaragua.']"
ITEM 78703,Body,Hand Washes & Soaps,British Rose Hand Wash,Rose Extract,5,5,1,['8.4 FL OZ'],['$7.50'],"Our British Rose Hand Wash is infused with the essence of handpicked rose petals and will leave your hands feeling cleansed and smelling florally-fresh. Pair with our British Rose Hand Lotion for a truly delicate hand care duo.
","['100% vegan ', ' Leaves your hands feeling cleansed and fresh ', ' Lathers up instantly ', ' Dewy scent of roses ', ' Enriched with the essence of Community Trade English Roses and Community Trade organic Cane Sugar from Paraguay.']"
ITEM 96962,Body,Hand Cream and Moisturizers,Wild Argan Oil Hand Cream,Wild Argan,15,3.73,1,['1 FL OZ'],['$4.50'],"Perfect for on-the-go hydration, don't leave home without our expert care Wild Argan Oil Hand Cream. Infused with the scent of warm, exotic argan oil, the light, gel-cream formula absorbs quickly, helping to soften and protect the hands.","['Leaves hands feeling soft and smooth', 'Non-greasy formula', 'Instantly absorbing', 'Community Trade argan oil from Morocco', ' Enriched with community trade  Babassu Oil from Brazil', ' Enriched with community trade  Soya from Brazil']"
ITEM 96957,Body,Hand Cream and Moisturizers,Strawberry Hand Cream,NA,42,4.78,2,"['1 FL OZ', '3.3 FL OZ']","['$4.50', '$15.00']","Keep skin soft and smooth with ultra-creamy Strawberry Hand Cream.  This daily hand cream is perfect for on-the-go hydration and is the ultimate hand-bag must-have! Infused with the scent of fruity strawberry, the light, gel-cream formula absorbs quickly, helping to soften and protect the hands.","['Hand cream', 'Nourishes hands', 'Light, non-greasy texture', 'Leaves hands feeling softer and smoother', 'Hands and cuticles will be left feeling silky soft', 'Convenient travel size', 'Cold-pressed strawberry seed oil', 'Community Trade shea from Ghana', ' Enriched with community trade  Babassu Oil from Brazil']"
ITEM 78706,Body,Hand Cream and Moisturizers,Shea Hand Lotion,Shea,7,4.85,1,['8.4 FL OZ'],['$9.75'],"Indulge in the subtly nutty scent of shea with our nourishing Shea Hand Lotion. Leaves your hands feeling soft and moisturized. Pair with our Shea Hand Wash for a cleansed and refreshed feeling.
","['Leaves hands feeling soft and fragrant ', ' Light and non-greasy ', ' Rich, creamy texture ', ' Nutty scent ', ' Enriched with Community Trade  Shea Butter from Ghana and Community Trade organic  Virgin Coconut Oil from Samoa']"
ITEM 94165,Body,Hand Cream and Moisturizers,Almond Hand & Nail Butter,Shea,85,4.69,1,['3.3 Ounce'],['$15.00'],Intensely hydrate your hands and cuticles with our rich and indulgent almond butter. The sweet almond oil will make your hands feel beautifully soft and nourished with moisture.,"['Hand butter', 'Rich, moisturizing texture', 'Expert care for hands and nails', 'A manicure must have', 'Sweet almond oil', ' Community Trade shea butter from Tamale, Ghana']"
ITEM 55692,Body,Hand Washes & Soaps,Shea Hand Wash,Shea,14,4.78,2,"['8.4 FL OZ', '8.4 FL OZ']","['$7.50', '$7.50']","Leave hands feeling soft and smelling subtly nutty with our nourishing Shea Hand Lotion. For an indulgent hand care duo, pair this fragrant lotion with our Shea Hand Wash.
","['Leaves hands feeling cleansed and fresh ', ' Gently lathers up ', ' Rich, creamy texture ', ' Nutty scent ', ' Enriched with Community Trade  Shea Butter from Ghana and Community Trade  Honey from Ethiopia']"
ITEM 96242,Body,Foot Care,Peppermint Cooling Foot Lotion,Peppermint,111,4.45,1,['8.4 FL OZ'],['$12.00'],"Refresh and moisturize your feet with our minty cool foot lotion. Infused with English peppermint essential oil, this lotion will pamper and cool active feet, for beautifully soft results.","['Foot moisturizer ', 'Softens and freshens ', 'With a refreshing peppermint scent ', 'Expert care for active feet ', 'Community Trade peppermint essence oil  from Norfolk, England ', 'Enriched with community trade Cocoa from Ghana']"
ITEM 96960,Body,Hand Cream and Moisturizers,Coconut Hand Cream,Coconut,36,4.61,1,['1 FL OZ'],['$4.50'],"Keep skin soft and smooth with ultra-creamy Coconut Hand Cream.  This daily hand cream is perfect for on-the-go hydration and is the ultimate hand-bag must-have. Infused with the scent of fresh coconuts, the light, gel-cream formula absorbs quickly, helping to soften and protect the hands.","['Hand cream', 'Moisturizing', 'Light gel-cream formula', 'Convenient travel size Enriched with community trade  Coconut Oil from Samoa and Shea from Ghana']"
ITEM 94343,Body,Hand Cream and Moisturizers,British Rose Hand Cream,Rose Extract,41,3.85,2,"['1 FL OZ', '3.3 FL OZ']","['$4.50', '$15.00']","The British Rose Petal Soft Mini Hand Cream is a modern, floral scented hand cream for normal to dry skin. Leave hands with long lasting fresh moisture, a healthy glow, and petal softness. Discover more about British Rose Body Care →","['Hand Cream', ' Dewy moisture for hands', 'Non-greasy and absorbs instantly', 'Enriched with the essence of hand-picked British roses', ""Our beautiful roses are grown on a farm in Herefordshire, where they're infused in fresh mountain water to create our pure rose essence"", 'Enriched with community trade Shea from Ghana and Marula Oil from Namibia']"
ITEM 94160,Body,Foot Care,Peppermint Intensive Cooling Foot Rescue,Peppermint,218,4.75,1,['3.5 FL OZ'],['$13.50'],"Massage our cooling peppermint foot cream onto hard skin and heels at night to soothe and refresh your feet. Infused with English peppermint essential oil, our minty fresh foot cream comes to the rescue of tired, dry feet to keep you on your toes.","['Foot moisturizer', 'Softens and intensively hydrates', 'Expert care for active feet', 'Community Trade peppermint essence oil from Norfolk, England', ' Enriched with community trade  Beeswax from Cameroon']"
ITEM 94336,Body,Hand Cream and Moisturizers,Shea Hand Cream,Shea,124,4.5,2,"['1 FL OZ', '3.3 FL OZ']","['$4.50', '$15.00']","Keep skin soft and smooth with ultra-creamy Shea Hand Cream.  This daily hand cream is perfect for on-the-go hydration and is the ultimate hand-bag must have!  Infused with the scent of shea. the light, gel-cream formula absorbs quickly into hands.","['Hand cream', 'Nourishes hands', 'Light, non-greasy texture', 'Leaves hands feeling softer and smoother', ' Enriched with community trade  Shea from Ghana']"
ITEM 96078,Body,Accessories,Wooden Foot File,NA,39,4.66,1,['1 Piece'],['$6.00'],"Keep your feet beautifully soft with out best-selling foot file. With two sides to choose from, gently buff away rough skin on the soles and heels.","['Foot file', 'Dual-sided, gentle and firm exfoliation', 'Removes hard skin', 'Long lasting', ' Try it with the rest of our  foot care collection']"
ITEM 54642,Body,Hand Cream and Moisturizers,Almond Hand & Nail Cream,Shea,261,4.34,2,"['3.3 FL OZ', '1 FL OZ']","['$15.00', '$4.50']","Perfect for on-the-go hydration, don't leave home without our limited edition expert care hand cream. With sweet almond oil (a manicurist’s essential) and shea butter, this hand cream will make your skin feel silkier and softer in no time.","['Effective daily hand & nail cream', 'Moisturizes hands & conditions nails', 'Manicure must-have']"
ITEM 94151,Body,Foot Care,Hemp Foot Protector,Hemp,148,4.79,1,['3.5 Ounce'],['$15.00'],"Soothe your feet with our heavy-duty Hemp Foot Cream, helping you soften rough skin down to your toes. Helping to restore moisture levels while hydrating ultra-dry skin, this cream is a beauty essential.","['Heavy-duty hydration', 'For ultra dry feet', ' Enriched with community trade  Hemp from France']"
ITEM 94355,Body,Hand Cream and Moisturizers,Almond Milk & Honey Hand Cream,Honey,63,4.85,1,['1 FL OZ'],['$4.50'],"An essential for sensitive skin on the go, protect and soothe dry hands with this calming and caring new hand cream. Enriched with almond milk from Spain and Community Trade honey from Ethiopia, Almond Milk & Honey is specially formulated for sensitive, dry skin.","['Specially formulated for sensitive, dry skin ', ' Soothes dry hands on the go', 'Enriched with  Honey  from Ethiopia & organic Almond Milk from Spain ', 'Hypoallergenic fragrance', 'Dermatologically tested']"
ITEM 94665,Body,Accessories,Exfoliating Bath Gloves,NA,82,3.84,6,"['1 Piece', '1 Piece', '1 Piece', '1 Piece', '1 Piece', '1 Piece']","['$3.75', '$3.75', '$3.75', '$3.75', '$3.75', '$3.75']",Buff away dead skin cells and remove dry skin while giving your skin an invigorating clean. Use these bath gloves with a body wash to work up a rich lather. A little body wash goes a long way.,"['Body gloves', 'Available in various colors', 'Increases the lather of body wash', ' Perfect to partner with one of  The Body Shop’s Body Washes ', ' Ideal for regular exfoliation']"
ITEM 86898,Body,Hand Cream and Moisturizers,Hemp Hand Protector,Hemp,1298,4.73,2,"['1 FL OZ', '3.3 FL OZ']","['$4.50', '$15.00']","Our best-selling Hemp Hand Protector helps soften and protect hands. Dermatologically tested for very dry skin and containing Community Trade hemp seed oil; our Hemp Hand Protector is one of our best hand creams for dry hands, soothing and hydrating skin that’s left to the elements!","['Heavy duty hydration, in use with our  Hemp  collection', ' Perfect for dry skin ', ' Suitable for  sensitive skin  collection', ' Relieves and protects', ' Restores moisture and suppleness', ' Enriched with community trade Hemp from France']"
ITEM 76661,Body,Soap,Olive Soap,Olive,62,4.77,1,['3.5 Ounce'],['$4.50'],Wake up your shower with the warm scent of the Mediterranean. Work this vegetable based bar into a rich lather for skin that feels thoroughly cleansed. Our Olive Soap will leave you feeling soft and hydrated.,"['Soap', 'Non-drying', 'Mediterranean, fresh, delicate scent', 'Certified sustainable palm oil', ' Enriched with community trade  Olive from Italy']"
ITEM 94534,Body,Men's Body Care,White Musk® For Men Hair and Body Wash,NA,11,4.72,1,['6.75 FL OZ'],['$10.50'],"The White Musk® For Men Hair and Body Wash cleanses hair as well as skin, leaving skin subtly scented with the White Musk® For Men fragrance. Layer with other White Musk® For Men products to build the fragrance.","[' Body Wash  ', 'Iconic White Musk® scent', 'Cruelty-free musk']"
